Identifiant opération;Localisation station de mesure;Code station;X;Y;Identifiant point prélèvement;Date réalisation;Débit mesuré (m3/s);Débit station hydro (m3/s);Distance interpoint (m);Largeur plein bord évaluée (m);Largeur mouillée évaluée (m);Longueur réelle opération (m);Longueur théorique opération (m);Pente ligne d'eau (‰);Pente ligne d'eau évaluée;Decription habitat marginaux;Continuité ripisylve rive gauche;Continuité ripisylve rive droite;Nom réseau de mesure;Observations;Version protocole;Structure responsable;Cours d'eau;Nombre transect;D16 (mm);D50 (mm);D84 (mm);Indice Folk et Ward;Indice Fredle;Surface mouillée Q1 (m2);Largeur mouillée Q1 (m);Périmètre mouillé Q1 (m);Profondeur maximum Q1 (m);Profondeur moyenne Q1 (m);Rayon hydraulique Q1;Rapport largeur/Profondeur Q1;Coefficient rugosité;Surface mouillée Qb (m2);Largeur mouillée Qb (m);Périmètre mouillé Qb (m);Profondeur maximum Qb (m);Profondeur moyenne Qb (m);Rayon hydraulique Qb;Rapport largeur/Profondeur Qb;Force tractrice Qb  (N/m2);Débit plein bord (m3/s);Ecart type cote point;Coefficient variation cote point;Ecart type cote point en eau;Coefficient variation cote point en eau;Ecart type largeur mouillée Qb;Coefficient variation largeur mouillée Qb;Vitesse moyenne Qb (m/s);Ligne énergie Qb (m);Cote ligne énergie Qb;Nombre de Froude Qb;Puissance spécifique Qb (w/m2);Nombre de mouille;Profondeur moyenne des mouilles (m);Nombre de berge total;Nombre de berge artificialisée;Score ripisylve;Classe ripisylve;% fines;% graviers-cailloux;% blocs-rochers;Indice de Shannon granulo;Surface BV (km2);Proportion de roche imperméable BV;Code HER ou DOM dominant;Nom HER ou DOM dominant;Type DOM;Coefficient de sinuosité;Débit Q01 RHT (m3/s);Puissance Q01 RHT (w/m);Puissance spécifique Q01 RHT (w/m2);Station référence modèle;Résidu modèle Largeur mouillée Qb;Résidu modèle rapport largeur/profondeur Qb;Résidu modèle profondeur mouilles;Résidu modèle profondeur Qb;Résidu modèle pente ligne d'eau;Résidu modèle surface mouillée Qb;Résidu standardisé modèle largeur mouillée Qb;Résidu standardisé modèle rapport largeur/profondeur Qb;Résidu standardisé modèle profondeur mouilles;Résidu standardisé modèle profondeur Qb;Résidu standardisé modèle pente ligne d'eau;Résidu standardisé modèle surface mouillée Qb;IMG;Modèle référence IMG
3315;OUDON A CHERANCE;4637015;404499,1;6751249;174889;04/07/2019;0,17;NA;1,9;18,8;13,1;263;NA;0,5;NA;;4;5;0;Deux bâtonnets non trouvés;3;HYDROCONCEPT;Oudon;15;25,84;45,5;63,48;0,753;30,68;6,223;12,874;13,058;0,662;0,44;0,434;24,035;2,132;29,273;18,616;19,795;2,022;1,563;1,469;9,345;7,205;1,804;0,734;0,007;0,318;0,657;1,841;0,099;0,064;2,022;101,294;0,017;0,48;2;0,346;30;0;0,801;NA;23,81;73,016;3,175;2,084;481,48;0,998;12;ARMORICAIN;0;1.338;52,876;259,357;13,932;0;-0,065;-0,064;0,484;-0,002;-0,587;-0,01;-0,3;-0,231;1,175;-0,011;-0,57;-0,03;2,317;ARMORICAIN
3327;THOUET à SECONDIGNY;4098500;434283;6619293;72384;27/08/2019;7,23;NA;0,23;2,3;1,6;32;NA;4,4;NA;;5;1;0;4 bâtonnets posés en aval de la station;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Thouet;15;14,84;26,5;39,16;0,724;16,299;0,156;1,733;1,862;0,163;0,095;0,086;20,247;3603,86;1,52;3,313;4,022;0,725;0,467;0,379;4,704;16,371;190,359;0,301;0,003;0,081;0,897;0,74;0,223;129,456;875,142;974,907;61,19;2602,443;4;0,053;30;0;NA;NA;41,007;56,115;2,878;1,616;2,24;1;12;ARMORICAIN;0;1.022;0,866;37,38;11,284;1;0,442;0,081;-0,393;0,367;-1,255;0,744;2,037;0,293;-0,955;1,829;-1,219;2,374;8,707;ARMORICAIN
3345;LA DRUANCE A CONDE-EN-NORMANDIE 1;3241755;439572;6867021;192475;16/07/2019;0,125;NA;1,7;11,9;10,17;178;NA;1,4;NA;;1;1;0;;3;AQUASCOP;Druance;15;25;52,5;94,32;1,052;31,377;1,046;8,236;8,365;0,23;0,127;0,125;50,939;12,804;33,229;11,953;15,713;3,346;2,78;2,115;3,582;29,043;26,228;1,358;0,014;0,118;0,954;0,077;0,006;0,79;3,378;103,031;0,151;30,137;4;0,18;30;30;NA;NA;8,738;70,874;20,388;1,955;211,737;1;12;ARMORICAIN;0;0;15,221;209,045;17,489;0;-0,166;-0,895;-0,017;0,715;0,008;0,685;-0,768;-3,258;-0,041;3,561;0,008;2,186;9,821;ARMORICAIN
3369;SEVRE NANTAISE à CERIZAY;4137995;417447;6642112;72458;11/09/2019;NA;0,08;1,3;13,4;9,1;188;NA;0,81;NA;;3;3;0;colmatage 1 bâtonnet flottant;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Sevre nantaise;15;15,84;26,5;45,16;0,82;18,433;4,015;11,915;12,041;0,454;0,291;0,287;35,684;1,609;29,884;20,534;21,488;1,916;1,461;1,392;10,989;11,065;1,707;0,67;0,007;0,248;0,737;4,915;0,239;0,062;1,916;101,386;0,017;0,701;2;0,328;30;0;NA;NA;56,081;43,243;0,676;1,875;365,08;1;12;ARMORICAIN;0;0;49,031;389,605;18,974;1;0,148;0,141;0,483;0,016;-0,251;0,202;0,684;0,514;1,171;0,079;-0,244;0,646;3,337;ARMORICAIN
3392;ERDRE à NORT-SUR-ERDRE;4146500;362676;6716623;72467;19/06/2019;0,299;NA;1,2;12,93;8,35;182;NA;1,7;NA;;5;5;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Erdre;15;24;30;40;0,417;26,24;2,24;8,194;8,343;0,433;0,269;0,263;24,017;7,882;16,744;13,126;14,107;1,719;1,29;1,197;7,742;19,962;6,135;0,66;0,007;0,196;0,733;2,595;0,198;0,376;1,726;101,14;0,106;8,089;3;0,243;30;0;0,866;NA;28,777;65,468;5,755;1,922;461,76;1;12;ARMORICAIN;0;1.291;36,306;605,475;46,129;0;-0,397;-0,245;0,138;-0,154;0,615;-0,539;-1,832;-0,893;0,334;-0,766;0,597;-1,721;6,143;ARMORICAIN
3393;MILIN PRAT A LOGUIVY-PLOUGRAS;4322000;223029;6842141;129799;10/09/2019;0,023;NA;0,4;4,3;2,86;60,2;NA;7;NA;;5;5;0;Pente réalisée sur une longueur supérieure à la station CARHYCE /faite sur la longueur de la station de pêche en ce lieu/;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Milin prat;15;17;33;59;1,046;21,232;0,362;2,338;2,487;0,231;0,148;0,137;15,981;2,856;2,871;4,436;5,275;0,939;0,649;0,539;4,898;36,985;0,454;0,411;0,004;0,127;0,863;1,699;0,383;0,172;0,94;100,498;0,069;7,589;4;0,183;30;0;0,83;NA;15,385;73,504;11,111;1,961;10,57;1;12;ARMORICAIN;0;1;1,226;84,189;18,98;0;0,088;-0,119;0,551;0,222;0,031;0,308;0,408;-0,433;1,338;1,107;0,03;0,982;4,297;ARMORICAIN
3395;RAU DE LIGNOL à KERNASCLEDEN;4189832;229287,4;6785958;127384;17/09/2019;0,111;NA;0,65;6,37;4,6;90;NA;0,7;NA;;0;1;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau de lignol;15;2;12,5;47,16;1,906;2,529;1,1;4,374;4,61;0,363;0,255;0,24;13,021;9,867;4,072;6,218;6,887;0,919;0,669;0,599;6,863;4,11;0,755;0,362;0,004;0,109;0,414;1,109;0,178;0,187;0,92;100,527;0,073;0,858;3;0,07;30;1;NA;NA;85,849;9,434;4,717;1,134;40,93;1;12;ARMORICAIN;0;0;3,721;25,552;4,109;0;-0,137;0,009;-0,659;-0,151;-1,555;-0,279;-0,631;0,033;-1,599;-0,752;-1,511;-0,889;5,414;ARMORICAIN
3437;LAPIC A PLONEVEZ-PORZAY;4339044;163645;6804547;192830;20/08/2019;0,007;NA;0,23;4,12;1,59;57,6;NA;14,32;NA;;5;4;0;;3;HYDROCONCEPT;Lapic;15;24,84;45;117,08;1,054;30,225;0,179;1,761;1,835;0,135;0,082;0,076;18,256;1,784;1,719;3,881;4,32;0,631;0,441;0,394;6,32;55,306;0,197;0,36;0,004;0,109;1,081;0,827;0,213;0,125;0,632;100,085;0,061;7,462;2;0,271;30;1;0,769;NA;21,622;64,865;13,514;2,203;5,502;1;12;ARMORICAIN;0;1.011;0;0;0;0;0,226;0,237;1,065;-0,005;0,401;0,246;1,044;0,862;2,584;-0,024;0,39;0,785;5,689;ARMORICAIN
3492;QUARTIER (LE) A LOUVERNE;4633017;423249;6784377;175581;24/07/2019;0,018;NA;0,5;6,2;3,2;87;NA;12,4;NA;;5;5;0;Quasiment pas de changement visuel avec le précédent CARHYCE 2017;3;HYDROCONCEPT;Quartier (le);15;11,84;24,5;48;1,054;15,388;0,29;2,797;2,883;0,195;0,105;0,1;24,44;2,585;4,457;5,692;6,513;1,13;0,784;0,686;5,097;83,428;0,998;0,541;0,005;0,107;1,067;0,504;0,089;0,226;1,133;100,4;0,082;21,471;3;0,108;30;1;1,083;NA;31,25;56,25;12,5;1,816;44,21;1;12;ARMORICAIN;0;NA;NA;NA;NA;0;-0,257;-0,301;-0,238;0,036;1,36;-0,241;-1,187;-1,094;-0,576;0,18;1,321;-0,77;5,128;ARMORICAIN
3498;OUETTE A BAZOUGERS;4635014;433913;6777458;175584;26/07/2019;0,005;NA;0,6;6,7;4,1;94;NA;1,07;NA;;4;4;0;Etiage très marqué. Seulement 4 bâtonnets.;3;HYDROCONCEPT;Ouette;15;29,76;64;92,16;1,055;39,225;0,457;2,414;2,547;0,274;0,186;0,173;10,595;1,079;3,895;5,468;6,12;1,151;0,718;0,638;4,838;6,694;0,102;0,456;0,005;0,136;0,718;0,559;0,102;0,027;1,151;100,827;0,01;0,197;3;0,118;30;2;0,736;NA;53,333;30;16,667;1,955;34,517;1;12;ARMORICAIN;0;NA;NA;NA;NA;0;-0,194;-0,314;-0,101;0,118;-1,221;-0,205;-0,897;-1,144;-0,245;0,59;-1,186;-0,654;4,717;ARMORICAIN
3500;HOUSSEAU (LE) A SAINT-CYR-LE-GRAVELAIS;4637018;402421,5;6776306;175596;24/07/2019;0,008;NA;0,4;4,1;1,2;58;NA;2,41;NA;;4;4;0;Quatre bâtonnets seulement.;3;HYDROCONCEPT;Housseau (le);15;1;9;87,32;2,834;2,386;0,027;0,367;0,458;0,12;0,073;0,058;3,261;39,623;1,311;3,574;4,533;1,045;0,394;0,297;3,418;7,019;1,135;0,358;0,004;0,046;0,558;1,015;0,284;0,895;1,087;100,898;0,466;8,46;5;0,039;30;23;0,548;NA;6,25;28,125;65,625;0,97;15,255;1;12;ARMORICAIN;0;NA;NA;NA;NA;0;-0,28;-0,536;-1,059;0,234;-0,841;-0,73;-1,293;-1,949;-2,569;1,165;-0,817;-2,328;10,122;ARMORICAIN
3504;PAILLARDIERE (LA) A LOIRON-RUILLE;4635016;409108,6;6781257;175590;13/01/2020;0,027;NA;0,55;3,87;0,75;54;NA;10,7;NA;;4;4;0;"Seulement 4 bâtonnets.
Conditions hydrologiques non-optimales.";3;HYDROCONCEPT;Paillardiere (la);15;11;20;44,6;0,988;13,53;0,042;0,447;0,64;0,178;0,092;0,061;2,58;40,09;0,887;2,562;3,155;0,682;0,374;0,272;3,744;28,502;1,543;0,267;0,003;0,067;0,627;1,888;0,737;2,728;1,224;100,756;1,435;107,948;3;0,055;30;4;0,548;NA;82,609;10,145;7,246;1,119;1,038;1;12;ARMORICAIN;0;NA;NA;NA;NA;0;0,504;-0,029;-0,217;0,505;-0,773;0,737;2,328;-0,105;-0,526;2,518;-0,751;2,353;8,582;ARMORICAIN
3508;BRULES (LE RUISSEAU DES) A LE GENEST-SAINT-ISLE;4635015;412844;6785057;175587;13/01/2020;0,04;NA;0,17;1,8;1,2;25;NA;2;NA;;4;4;0;"Seulement 4 bâtonnets

Conditions hydrologiques non optimales";3;HYDROCONCEPT;Brules (le des);15;9,68;18;33;0,92;11,484;0,355;1,433;1,719;0,351;0,241;0,197;4,304;7,441;0,692;1,814;2,263;0,555;0,376;0,3;3,323;5,886;0,103;0,241;0,002;0,146;0,593;0,29;0,16;0,161;0,557;100,181;0,086;1,141;2;0,145;30;3;NA;NA;59,155;29,577;11,268;1,842;3,389;1;12;ARMORICAIN;0;NA;NA;NA;NA;0;-0,333;-0,331;0,532;-0,007;-1,824;-0,329;-1,536;-1,204;1,292;-0,036;-1,772;-1,051;6,892;ARMORICAIN
3510;PAPINIERE (LA) A SAINT-CYR-LE-GRAVELAIS;4637017;403196;6776572;175593;14/01/2020;0,186;NA;0,4;4,7;1,37;65,8;NA;6,99;NA;;3;3;0;"Seulement 4 bâtonnets
Conditions hydrologiques non optimales.
Aucun bâtonnet retrouvé / débit élevé.";3;HYDROCONCEPT;Papiniere (la);15;47,84;96,5;150,48;0,995;58,598;0,199;0,983;1,242;0,333;0,206;0,159;3,102;37,937;1,304;3,685;4,382;0,927;0,38;0,308;4,021;21,145;1,888;0,373;0,004;0,112;0,535;1,211;0,329;1,498;1,046;100,483;0,789;39,708;4;0,069;30;12;NA;NA;40,789;25,658;33,553;1,716;5,649;1;12;ARMORICAIN;0;NA;NA;NA;NA;0;0,163;-0,219;-0,307;0,373;-0,302;-0,049;0,754;-0,799;-0,746;1,857;-0,294;-0,155;4,604;ARMORICAIN
3514;ERNEE A MONTAUDIN;4633018;408256;6814174;193719;23/07/2019;0,076;0,34;0,4;4,83;2,87;68;NA;1,18;NA;;5;5;0;Enrochement en rive gauche sur l'ensemble de la station;3;HYDROCONCEPT;Ernee;15;0,5;16;25,32;2,341;1,749;0,409;2,78;2,872;0,241;0,151;0,144;14,92;19,667;4,56;4,841;6,02;1,261;0,945;0,76;3,881;8,795;2,565;0,453;0,005;0,106;0,717;0,357;0,074;0,564;1,277;100,996;0,185;6,164;2;0,104;30;15;1,516;NA;64,964;13,869;21,168;1,558;30,354;1;12;ARMORICAIN;0;1.048;1,892;21,901;4,524;0;-0,263;-0,515;-0,204;0,243;-1,191;0,041;-1,213;-1,874;-0,496;1,211;-1,157;0,132;6,082;ARMORICAIN
3579;PONT D'ORVAL (LE RUISSEAU DU) A SAINTE-SUZANNE-ET-CHAMMES;4606011;447739,9;6780470;174154;16/04/2020;0,023;NA;0,5;6,2;2,4;87;NA;1,84;NA;;1;4;0;;3;HYDROCONCEPT;Pont d'orval (le du);15;3;14,5;49,48;1,801;4,938;0,254;1,562;1,683;0,239;0,153;0,14;7,279;7,84;3,532;4,925;5,88;1,185;0,72;0,603;4,181;10,879;0,847;0,421;0,004;0,114;0,685;0,535;0,109;0,244;1,188;100,87;0,093;3,149;3;0,152;30;0;NA;NA;31,469;66,434;2,098;1,993;35,03;1;12;ARMORICAIN;0;1.297;2,528;45,631;9,265;0;-0,305;-0,463;0,149;0,144;-0,671;-0,313;-1,408;-1,684;0,361;0,719;-0,652;-1;5,823;ARMORICAIN
3594;RAU DE LA VINCENDIERE A SAINT MARTIN DE CONNEE;4601008;458987,6;6795828;193991;22/05/2019;NA;NA;0,3;3,35;2,22;47;NA;18;NA;;4;4;0;"Pas de debit 
Station paturée et rectifiée en amont très colmatée";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau de la vincendiere;15;5,84;26,5;83,44;1,945;10,874;0,37;2,542;2,689;0,249;0,148;0,138;10,807;7,688;1,009;3,298;3,569;0,461;0,309;0,283;7,312;49,898;0,448;0,295;0,003;0,082;0,56;0,901;0,273;0,482;0,474;99,804;0,28;26,129;2;0,099;30;0;NA;NA;69,63;5,185;25,185;1,28;23,811;0;12;ARMORICAIN;0;0;1,73;305,483;92,628;0;-0,546;0,156;-0,215;-0,699;1,405;-1,299;-2,518;0,568;-0,52;-3,482;1,365;-4,145;12,598;ARMORICAIN
3595;RAU DU TREULON A BLANDOUET SAINT JEAN;4606020;453814;6779255;193993;01/05/2020;0,01;NA;0,25;4,06;1,83;56,84;NA;6;NA;;5;4;0;"colmatage- radier puissant - 20 cm de denivellé-
débit fait au bouchon probablement surestimé";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau du treulon;15;10,84;32;78;1,327;14,361;0,224;2,231;2,337;0,155;0,098;0,092;20,369;2,82;1,942;3,966;4,565;0,671;0,493;0,428;6,006;25,172;0,241;0,248;0,002;0,079;0,772;0,49;0,124;0,125;0,672;100,347;0,057;3,63;4;0,086;30;0;0,769;NA;52,096;46,707;1,198;1,657;8,997;1;12;ARMORICAIN;0;1.062;0,873;51,385;12,955;0;0,044;0,11;-0,174;-0,071;-0,209;0,028;0,201;0,4;-0,422;-0,354;-0,203;0,09;1,671;ARMORICAIN
3596;RAU DE GOAH RODUHERN A PLUVIGNER;4360043;247669;6761656;193979;03/06/2019;0,044;NA;0,3;3,13;2,3;43,8;NA;4,7;NA;;5;5;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau de goah roduhern;15;4,68;15,5;40,48;1,597;7,747;0,296;2,46;2,609;0,193;0,113;0,106;13,54;9,658;1,903;3,525;4,339;0,734;0,536;0,433;4,788;19,965;0,721;0,301;0,003;0,078;0,644;0,847;0,24;0,409;0,743;100,447;0,18;9,959;6;0,053;30;0;NA;NA;59,524;38,095;2,381;1,679;7,837;1;12;ARMORICAIN;0;1.032;1,392;64,181;18,209;0;-0,017;-0,095;-0,628;0,053;-0,526;0,103;-0,079;-0,347;-1,523;0,266;-0,511;0,329;3,057;ARMORICAIN
3597;LE GOYEDON A LA CHAPELLE NEUVE;4356018;256608;6766204;193977;03/06/2019;0,033;NA;0,4;3,26;2,86;45,7;NA;13,8;NA;;4;4;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Goyedon;15;12;34;67,32;1,386;16,114;0,275;2,157;2,305;0,203;0,122;0,114;11,448;4,357;1,773;3,185;3,864;0,75;0,555;0,454;4,249;61,49;0,536;0,363;0,004;0,072;0,557;0,684;0,215;0,32;0,755;100,231;0,138;23,799;3;0,114;30;0;NA;NA;26,506;51,807;21,687;1,907;8,932;1;12;ARMORICAIN;0;1.019;1,035;140,116;43,988;0;-0,173;-0,235;0,112;0,042;0,62;-0,058;-0,797;-0,855;0,272;0,207;0,603;-0,185;2,919;ARMORICAIN
3598;VOAZ VENN A CARNOET;4336027;213241;6829359;193943;28/05/2019;0,012;NA;0,2;2,13;1,66;29,86;NA;9,4;NA;;4;4;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Voaz venn;15;9;25;40,48;1,153;10,726;0,103;1,697;1,767;0,105;0,059;0,056;19,858;8,175;1,414;2,93;3,659;0,697;0,487;0,385;4,245;35,539;0,593;0,305;0,003;0,053;0,884;0,695;0,237;0,443;0,707;100,462;0,205;19,701;4;0,06;30;0;1,126;NA;25,217;74,783;0;1,633;3,692;1;12;ARMORICAIN;0;1;0,589;54,314;18,536;0;0,111;-0,1;-0,368;0,197;-0,231;0,326;0,512;-0,362;-0,894;0,982;-0,225;1,041;4,016;ARMORICAIN
3599;LIEU DIT TOULGOASK;4336028;201751;6834648;193945;04/06/2019;0,108;NA;0,5;4,5;3,6;63;NA;1;NA;;3;3;0;La pente indiquée est factice car les notes de terrain relatives à la pente réelle ont été perdues;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Lieu dit toulgoask;15;7;64;260;2,503;13,915;0,624;3,763;3,945;0,254;0,163;0,154;15,543;19,032;4,884;5,875;7,011;1,156;0,829;0,697;5,093;6,838;2,311;0,469;0,005;0,088;0,532;0,496;0,084;0,486;1,168;100,883;0,173;3,884;5;0,071;30;0;NA;NA;19,841;55,556;24,603;1,975;20,16;1;12;ARMORICAIN;0;1.016;0,9;8,829;1,503;0;0,101;-0,18;-0,514;0,263;-1,573;0,393;0,466;-0,654;-1,246;1,309;-1,529;1,253;6,457;ARMORICAIN
3600;DOURON A PLOUEGAT-MOYSAN;4324007;210599;6852458;193928;04/06/2019;0,385;NA;0,8;7,9;5,7;111,06;NA;6,44;NA;;4;4;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Douron;15;14,04;82,5;146,16;1,824;28,619;1,691;6,167;6,451;0,482;0,289;0,273;14,751;6,741;7,362;8,553;9,374;1,237;0,87;0,788;7,083;49,806;3,398;0,514;0,005;0,169;0,602;2,23;0,261;0,483;1,249;100,393;0,166;26,559;4;0,171;30;0;NA;NA;33,333;61,111;5,556;1,824;57,77;1;12;ARMORICAIN;0;0;3,58;226,172;26,443;0;0,039;-0,013;0,17;0,057;0,846;0,075;0,179;-0,046;0,412;0,285;0,822;0,241;1,986;ARMORICAIN
3601;RAU DE BULEU A LA CHAPELLE AU RIBOUL;4632045;443939,6;6810454;193995;21/05/2019;0,024;NA;0,03;3,63;2,15;50,82;NA;29,89;NA;;2;2;0;débit mesuré 0.016 par une méthode et 0.032 par une autre méthode;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau de buleu;15;2,84;40;85,76;2,115;4,296;0,163;1,729;1,87;0,192;0,097;0,088;12,375;4,281;1,095;2,847;3,308;0,574;0,388;0,331;5,099;97,089;0,388;0,505;0,005;0,081;0,82;0,644;0,226;0,369;0,581;99,63;0,191;41,727;5;0,104;30;0;NA;NA;39,474;50,877;9,649;1,541;5,53;1;12;ARMORICAIN;0;1.127;0,406;119,048;41,822;0;-0,086;0,021;0,11;-0,101;1,139;-0,209;-0,396;0,078;0,266;-0,505;1,107;-0,667;3,018;ARMORICAIN
3602;RAU DU ROULLEE A MONT SAINT JEAN;4601007;472053;6797264;193989;21/05/2019;0,014;NA;0,2;3,3;1,63;46,2;NA;22,43;NA;;4;4;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau du roullee;15;22,84;42;72;0,82;28,431;0,14;1,461;1,565;0,154;0,087;0,08;12,769;3,601;1,029;3,704;4,071;0,49;0,291;0,26;7,782;57,26;0,226;0,368;0,004;0,084;0,881;1,213;0,327;0,234;0,493;99,822;0,142;14,744;3;0,133;30;0;NA;NA;12,414;82,759;4,828;1,774;4,408;1;12;ARMORICAIN;0;0;1,958;430,835;116,303;0;0,272;0,479;0,395;-0,2;0,732;-0,114;1,254;1,744;0,959;-0,996;0,711;-0,362;6,028;ARMORICAIN
3613;INAM A GOURIN;4347001;209066,8;6803256;74557;24/06/2020;0,035;NA;0,3;3,35;2,42;NA;NA;6,29;NA;;0;0;0;;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Inam;15;15,68;40;70;1,165;21,44;0,425;2,314;2,503;0,256;0,174;0,159;10,391;3,537;2,34;3,825;4,61;0,878;0,623;0,512;4,455;31,582;0,42;0,37;0,004;0,104;0,574;0,48;0,125;0,183;0,88;100,476;0,076;6,886;3;0,152;30;5;NA;NA;14,159;79,646;6,195;2,072;9,33;1;12;ARMORICAIN;0;1.005;0,975;60,162;15,727;0;-0,008;-0,194;0,391;0,188;-0,142;0,19;-0,036;-0,708;0,949;0,935;-0,138;0,605;3,371;ARMORICAIN
3627;OUETTE A SOULGE-SUR-OUETTE;4635017;437210;6779256;194707;14/04/2020;0,008;0,225;0,4;4,6;1,61;64,4;NA;4,66;NA;;5;5;0;Restauration du cours d'eau. Recharge et banquettes en granulats.;3;HYDROCONCEPT;Ouette;15;49,88;71,5;112,28;0,781;56,017;0,101;0,849;0,961;0,172;0,11;0,095;6,272;5,607;1,874;3,967;4,725;0,971;0,477;0,391;4,127;17,862;0,383;0,342;0,003;0,078;0,673;1,308;0,33;0,228;0,974;100,652;0,106;4,933;3;0,08;30;5;1,516;NA;25,833;63,333;10,833;1,837;18,503;1;12;ARMORICAIN;0;NA;1,734;79,269;19,98;0;-0,256;-0,377;-0,383;0,11;-0,08;-0,506;-1,181;-1,371;-0,928;0,549;-0,078;-1,615;5,722;ARMORICAIN
3633;ERVE A BLANDOUET-SAINT-JEAN;4606012;447437;6775694;174159;07/07/2020;0,297;NA;1,2;11,7;8,6;164;NA;1,77;NA;;4;5;0;1 bâtonnet non retrouvé. 1 bâtonnet en dehors de l'eau. Les autres bâtonnets ne présentent aucune tâches noires. Critiques possibles sur les valeurs observées.;3;HYDROCONCEPT;Erve;15;11;32;47,16;1,192;12,996;3,458;8,462;8,86;0,678;0,41;0,388;19,013;3,837;13,92;11,937;13,058;1,675;1,171;1,067;7,446;18,529;2,347;0,622;0,006;0,295;0,705;0,79;0,066;0,171;1,677;100,854;0,051;3,428;3;0,344;30;2;0,801;NA;11,966;74,359;13,675;1,985;159,22;1;12;ARMORICAIN;0;1.204;12,589;218,592;18,312;0;-0,049;-0,12;0,685;0,097;0,091;0,012;-0,228;-0,435;1,661;0,484;0,089;0,038;2,934;ARMORICAIN
3642;LA DRUANCE A PONTECOULANT 5;3241750;437033;6870620;169318;08/06/2020;0,103;NA;0,9;11,5;6,1;161;NA;4,8;NA;;4;5;1;;3;FISH PASS;Druance;15;27,968;52,5;86,872;0,781;31,465;0,885;4,917;5,013;0,288;0,18;0,175;23,65;5,366;9,267;11,007;11,564;1,319;0,843;0,802;8,478;37,76;2,974;0,585;0,006;0,151;0,823;1,245;0,113;0,326;1,325;100,65;0,114;12,874;4;0,212;30;1;0,801;NA;2,632;52,632;44,737;1,693;117,98;1;12;ARMORICAIN;0;0;7,616;358,622;32,581;0;-0,006;0,057;0,255;-0,064;0,93;-0,188;-0,027;0,206;0,618;-0,318;0,904;-0,599;2,672;ARMORICAIN
3643;LA DRUANCE A PONTECOULANT 4;3241745;436986;6871386;169317;09/06/2020;0,096;NA;0,6;8,9;4,3;124,6;NA;4,24;NA;;2;1;0;;3;FISH PASS;Druance;15;25,84;60,45;100,868;0,944;32,702;1,308;4,389;4,66;0,461;0,286;0,265;14,926;2,735;7,565;8,324;9,215;1,439;0,913;0,823;5,953;34,252;1,184;0,565;0,006;0,219;0,741;0,853;0,102;0,16;1,441;100,716;0,054;5,974;2;0,307;30;1;NA;NA;19,149;66,667;14,184;2,049;116,68;1;12;ARMORICAIN;0;0;7,616;316,783;38,056;0;-0,281;-0,295;0,626;0,026;0,8;-0,383;-1,295;-1,075;1,519;0,13;0,778;-1,222;6,017;ARMORICAIN
3645;LA DRUANCE A PONTECOULANT 3;3241740;436925;6871561;169316;09/06/2020;0,093;NA;0,85;15,2;6;212,8;NA;5,29;NA;;3;4;0;;3;FISH PASS;Druance;15;46,856;79,3;120,064;0,777;54,337;1,134;5,285;5,43;0,362;0,215;0,207;18,549;3,216;15,12;12,642;13,759;1,803;1,212;1,105;7,103;57,362;3,781;0,707;0,007;0,16;0,741;2,645;0,209;0,258;1,807;100,882;0,075;16,171;3;0,229;30;6;NA;NA;18,939;53,03;28,03;1,92;116,45;1;12;ARMORICAIN;0;0;7,616;395,232;31,264;0;0,138;-0,118;0,333;0,252;1,021;0,311;0,637;-0,431;0,807;1,255;0,992;0,992;5,114;ARMORICAIN
3646;LA DRUANCE A PONTECOULANT 2;3241735;436758;6872139;169315;09/06/2020;0,105;NA;1;14,7;6,9;205,8;NA;2,6;2,6;;5;5;0;;3;FISH PASS;Druance;15;22,5;41,4;112,328;1,16;27,566;1,922;7,167;7,283;0,437;0,255;0,25;21,331;2,702;11,503;12,798;13,394;1,354;0,898;0,856;9,663;21,843;1,429;0,499;0,005;0,21;0,767;2,424;0,189;0,13;1,355;100,651;0,044;2,932;4;0,22;30;0;1,516;NA;8,696;76,087;15,217;1,852;114,8;1;12;ARMORICAIN;0;1.152;7,616;194,254;15,178;0;0,156;0,192;0,295;-0,031;0,303;0,047;0,722;0,697;0,716;-0,153;0,294;0,151;2,733;ARMORICAIN
